Territory X Date,target
Saint Kitts and Nevis X 5/13/20,0
Saint Kitts and Nevis X 5/14/20,0
Saint Kitts and Nevis X 5/15/20,0
Saint Kitts and Nevis X 5/16/20,0
Saint Kitts and Nevis X 5/17/20,0
Saint Lucia X 5/11/20,0
Saint Lucia X 5/12/20,0
Saint Lucia X 5/13/20,0
Saint Lucia X 5/14/20,0
Saint Lucia X 5/15/20,0
Saint Lucia X 5/16/20,0
Saint Lucia X 5/17/20,0
Saint Vincent and the Grenadines X 5/11/20,0
Saint Vincent and the Grenadines X 5/12/20,0
Saint Vincent and the Grenadines X 5/13/20,0
Saint Vincent and the Grenadines X 5/14/20,0
Saint Vincent and the Grenadines X 5/15/20,0
Saint Vincent and the Grenadines X 5/16/20,0
Saint Vincent and the Grenadines X 5/17/20,0
Samoa X 5/11/20,0
Samoa X 5/12/20,0
Samoa X 5/13/20,0
Samoa X 5/14/20,0
Samoa X 5/15/20,0
Samoa X 5/16/20,0
Samoa X 5/17/20,0
San Marino X 5/11/20,0
San Marino X 5/12/20,0
San Marino X 5/13/20,0
San Marino X 5/14/20,0
San Marino X 5/15/20,0
San Marino X 5/16/20,0
San Marino X 5/17/20,0
Sao Tome and Principe X 5/11/20,0
Sao Tome and Principe X 5/12/20,0
Sao Tome and Principe X 5/13/20,0
Sao Tome and Principe X 5/14/20,0
Sao Tome and Principe X 5/15/20,0
Sao Tome and Principe X 5/16/20,0
Sao Tome and Principe X 5/17/20,0
Saudi Arabia X 5/11/20,0
Saudi Arabia X 5/12/20,0
Saudi Arabia X 5/13/20,0
Saudi Arabia X 5/14/20,0
Saudi Arabia X 5/15/20,0
Saudi Arabia X 5/16/20,0
Saudi Arabia X 5/17/20,0
Senegal X 5/11/20,0
Senegal X 5/12/20,0
Senegal X 5/13/20,0
Senegal X 5/14/20,0
Senegal X 5/15/20,0
Senegal X 5/16/20,0
Senegal X 5/17/20,0
Serbia X 5/11/20,0
Serbia X 5/12/20,0
Serbia X 5/13/20,0
Serbia X 5/14/20,0
Serbia X 5/15/20,0
Serbia X 5/16/20,0
Serbia X 5/17/20,0
Seychelles X 5/11/20,0
Seychelles X 5/12/20,0
Seychelles X 5/13/20,0
Seychelles X 5/14/20,0
Seychelles X 5/15/20,0
Seychelles X 5/16/20,0
Seychelles X 5/17/20,0
Sierra Leone X 5/11/20,0
Sierra Leone X 5/12/20,0
Sierra Leone X 5/13/20,0
Sierra Leone X 5/14/20,0
Sierra Leone X 5/15/20,0
Sierra Leone X 5/16/20,0
Sierra Leone X 5/17/20,0
Singapore X 5/11/20,0
Singapore X 5/12/20,0
Singapore X 5/13/20,0
Singapore X 5/14/20,0
Singapore X 5/15/20,0
Singapore X 5/16/20,0
Singapore X 5/17/20,0
Slovakia X 5/11/20,0
Slovakia X 5/12/20,0
Slovakia X 5/13/20,0
Slovakia X 5/14/20,0
Slovakia X 5/15/20,0
Slovakia X 5/16/20,0
Slovakia X 5/17/20,0
Slovenia X 5/11/20,0
Slovenia X 5/12/20,0
Slovenia X 5/13/20,0
Slovenia X 5/14/20,0
Slovenia X 5/15/20,0
Slovenia X 5/16/20,0
Slovenia X 5/17/20,0
Solomon Islands X 5/11/20,0
Solomon Islands X 5/12/20,0
Solomon Islands X 5/13/20,0
Solomon Islands X 5/14/20,0
Solomon Islands X 5/15/20,0
Solomon Islands X 5/16/20,0
Solomon Islands X 5/17/20,0
Somalia X 5/11/20,0
Somalia X 5/12/20,0
Somalia X 5/13/20,0
Somalia X 5/14/20,0
Somalia X 5/15/20,0
Somalia X 5/16/20,0
Somalia X 5/17/20,0
South Africa X 5/11/20,0
South Africa X 5/12/20,0
South Africa X 5/13/20,0
South Africa X 5/14/20,0
South Africa X 5/15/20,0
South Africa X 5/16/20,0
South Africa X 5/17/20,0
South Sudan X 5/11/20,0
South Sudan X 5/12/20,0
South Sudan X 5/13/20,0
South Sudan X 5/14/20,0
South Sudan X 5/15/20,0
South Sudan X 5/16/20,0
South Sudan X 5/17/20,0
Spain X 5/11/20,0
Spain X 5/12/20,0
Spain X 5/13/20,0
Spain X 5/14/20,0
Spain X 5/15/20,0
Spain X 5/16/20,0
Spain X 5/17/20,0
Sri Lanka X 5/11/20,0
Sri Lanka X 5/12/20,0
Sri Lanka X 5/13/20,0
Sri Lanka X 5/14/20,0
Sri Lanka X 5/15/20,0
Sri Lanka X 5/16/20,0
Sri Lanka X 5/17/20,0
St Martin X 5/11/20,0
St Martin X 5/12/20,0
St Martin X 5/13/20,0
St Martin X 5/14/20,0
St Martin X 5/15/20,0
St Martin X 5/16/20,0
St Martin X 5/17/20,0
Sudan (the) X 5/11/20,0
Sudan (the) X 5/12/20,0
Sudan (the) X 5/13/20,0
Sudan (the) X 5/14/20,0
Sudan (the) X 5/15/20,0
Sudan (the) X 5/16/20,0
Sudan (the) X 5/17/20,0
Suriname X 5/11/20,0
Suriname X 5/12/20,0
Suriname X 5/13/20,0
Suriname X 5/14/20,0
Suriname X 5/15/20,0
Suriname X 5/16/20,0
Suriname X 5/17/20,0
Sweden X 5/11/20,0
Sweden X 5/12/20,0
Sweden X 5/13/20,0
Sweden X 5/14/20,0
Sweden X 5/15/20,0
Sweden X 5/16/20,0
Sweden X 5/17/20,0
Switzerland X 5/11/20,0
Switzerland X 5/12/20,0
Switzerland X 5/13/20,0
Switzerland X 5/14/20,0
Switzerland X 5/15/20,0
Switzerland X 5/16/20,0
Switzerland X 5/17/20,0
Tajikistan X 5/11/20,0
Tajikistan X 5/12/20,0
Tajikistan X 5/13/20,0
Tajikistan X 5/14/20,0
Tajikistan X 5/15/20,0
Tajikistan X 5/16/20,0
Tajikistan X 5/17/20,0
Thailand X 5/11/20,0
Thailand X 5/12/20,0
Thailand X 5/13/20,0
Thailand X 5/14/20,0
Thailand X 5/15/20,0
Thailand X 5/16/20,0
Thailand X 5/17/20,0
Timor-Leste X 5/11/20,0
Timor-Leste X 5/12/20,0
Timor-Leste X 5/13/20,0
Timor-Leste X 5/14/20,0
Timor-Leste X 5/15/20,0
Timor-Leste X 5/16/20,0
Timor-Leste X 5/17/20,0
Togo X 5/11/20,0
Togo X 5/12/20,0
Togo X 5/13/20,0
Togo X 5/14/20,0
Togo X 5/15/20,0
Togo X 5/16/20,0
Togo X 5/17/20,0
Tonga X 5/11/20,0
Tonga X 5/12/20,0
Tonga X 5/13/20,0
Tonga X 5/14/20,0
Tonga X 5/15/20,0
Tonga X 5/16/20,0
Tonga X 5/17/20,0
Trinidad and Tobago X 5/11/20,0
Trinidad and Tobago X 5/12/20,0
Trinidad and Tobago X 5/13/20,0
Trinidad and Tobago X 5/14/20,0
Trinidad and Tobago X 5/15/20,0
Trinidad and Tobago X 5/16/20,0
Trinidad and Tobago X 5/17/20,0
Tunisia X 5/11/20,0
Tunisia X 5/12/20,0
Tunisia X 5/13/20,0
Tunisia X 5/14/20,0
Tunisia X 5/15/20,0
Tunisia X 5/16/20,0
Tunisia X 5/17/20,0
Turkey X 5/11/20,0
Turkey X 5/12/20,0
Turkey X 5/13/20,0
Turkey X 5/14/20,0
Turkey X 5/15/20,0
Turkey X 5/16/20,0
Turkey X 5/17/20,0
Turkmenistan X 5/11/20,0
Turkmenistan X 5/12/20,0
Turkmenistan X 5/13/20,0
Turkmenistan X 5/14/20,0
Turkmenistan X 5/15/20,0
Turkmenistan X 5/16/20,0
Turkmenistan X 5/17/20,0
Tuvalu X 5/11/20,0
Tuvalu X 5/12/20,0
Tuvalu X 5/13/20,0
Tuvalu X 5/14/20,0
Tuvalu X 5/15/20,0
Tuvalu X 5/16/20,0
Tuvalu X 5/17/20,0
Uganda X 5/11/20,0
Uganda X 5/12/20,0
Uganda X 5/13/20,0
Uganda X 5/14/20,0
Uganda X 5/15/20,0
Uganda X 5/16/20,0
Uganda X 5/17/20,0
Ukraine X 5/11/20,0
Ukraine X 5/12/20,0
Ukraine X 5/13/20,0
Ukraine X 5/14/20,0
Ukraine X 5/15/20,0
Ukraine X 5/16/20,0
Ukraine X 5/17/20,0
Uruguay X 5/11/20,0
Uruguay X 5/12/20,0
Uruguay X 5/13/20,0
Uruguay X 5/14/20,0
Uruguay X 5/15/20,0
Uruguay X 5/16/20,0
Uruguay X 5/17/20,0
Uzbekistan X 5/11/20,0
Uzbekistan X 5/12/20,0
Uzbekistan X 5/13/20,0
Uzbekistan X 5/14/20,0
Uzbekistan X 5/15/20,0
Uzbekistan X 5/16/20,0
Uzbekistan X 5/17/20,0
Vanuatu X 5/11/20,0
Vanuatu X 5/12/20,0
Vanuatu X 5/13/20,0
Vanuatu X 5/14/20,0
Vanuatu X 5/15/20,0
Vanuatu X 5/16/20,0
Vanuatu X 5/17/20,0
Yemen X 5/11/20,0
Yemen X 5/12/20,0
Yemen X 5/13/20,0
Yemen X 5/14/20,0
Yemen X 5/15/20,0
Yemen X 5/16/20,0
Yemen X 5/17/20,0
Zambia X 5/11/20,0
Zambia X 5/12/20,0
Zambia X 5/13/20,0
Zambia X 5/14/20,0
Zambia X 5/15/20,0
Zambia X 5/16/20,0
Zambia X 5/17/20,0
Zimbabwe X 5/11/20,0
Zimbabwe X 5/12/20,0
Zimbabwe X 5/13/20,0
Zimbabwe X 5/14/20,0
Zimbabwe X 5/15/20,0
Zimbabwe X 5/16/20,0
Zimbabwe X 5/17/20,0
