Territory X Date,confirmed,recovered,death,cov_year,cov_month,cov_day,Continent_C,Continent_F,Continent_M,Continent_S,Continent_U,Pop_Bin_very low pop,Pop_Bin_low pop,Pop_Bin_high pop,Pop_Bin_very high pop
Bahrain X 05/18/20,7184,2931,12,2020,5,18,0,0,0,1,0,1,0,0,0
Bahrain X 05/19/20,7532,2952,12,2020,5,19,0,0,0,1,0,1,0,0,0
Burundi X 01/22/20,0,0,0,2020,1,22,0,1,0,0,0,0,1,0,0
Burundi X 01/23/20,0,0,0,2020,1,23,0,1,0,0,0,0,1,0,0
Burundi X 01/24/20,0,0,0,2020,1,24,0,1,0,0,0,0,1,0,0
Burundi X 01/25/20,0,0,0,2020,1,25,0,1,0,0,0,0,1,0,0
Burundi X 01/26/20,0,0,0,2020,1,26,0,1,0,0,0,0,1,0,0
Burundi X 01/27/20,0,0,0,2020,1,27,0,1,0,0,0,0,1,0,0
Burundi X 01/28/20,0,0,0,2020,1,28,0,1,0,0,0,0,1,0,0
Burundi X 01/29/20,0,0,0,2020,1,29,0,1,0,0,0,0,1,0,0
Burundi X 01/30/20,0,0,0,2020,1,30,0,1,0,0,0,0,1,0,0
Burundi X 01/31/20,0,0,0,2020,1,31,0,1,0,0,0,0,1,0,0
Burundi X 02/01/20,0,0,0,2020,2,1,0,1,0,0,0,0,1,0,0
Burundi X 02/02/20,0,0,0,2020,2,2,0,1,0,0,0,0,1,0,0
Burundi X 02/03/20,0,0,0,2020,2,3,0,1,0,0,0,0,1,0,0
Burundi X 02/04/20,0,0,0,2020,2,4,0,1,0,0,0,0,1,0,0
Burundi X 02/05/20,0,0,0,2020,2,5,0,1,0,0,0,0,1,0,0
Burundi X 02/06/20,0,0,0,2020,2,6,0,1,0,0,0,0,1,0,0
Burundi X 02/07/20,0,0,0,2020,2,7,0,1,0,0,0,0,1,0,0
Burundi X 02/08/20,0,0,0,2020,2,8,0,1,0,0,0,0,1,0,0
Burundi X 02/09/20,0,0,0,2020,2,9,0,1,0,0,0,0,1,0,0
Burundi X 02/10/20,0,0,0,2020,2,10,0,1,0,0,0,0,1,0,0
Burundi X 02/11/20,0,0,0,2020,2,11,0,1,0,0,0,0,1,0,0
Burundi X 02/12/20,0,0,0,2020,2,12,0,1,0,0,0,0,1,0,0
Burundi X 02/13/20,0,0,0,2020,2,13,0,1,0,0,0,0,1,0,0
Burundi X 02/14/20,0,0,0,2020,2,14,0,1,0,0,0,0,1,0,0
Burundi X 02/15/20,0,0,0,2020,2,15,0,1,0,0,0,0,1,0,0
Burundi X 02/16/20,0,0,0,2020,2,16,0,1,0,0,0,0,1,0,0
Burundi X 02/17/20,0,0,0,2020,2,17,0,1,0,0,0,0,1,0,0
Burundi X 02/18/20,0,0,0,2020,2,18,0,1,0,0,0,0,1,0,0
Burundi X 02/19/20,0,0,0,2020,2,19,0,1,0,0,0,0,1,0,0
Burundi X 02/20/20,0,0,0,2020,2,20,0,1,0,0,0,0,1,0,0
Burundi X 02/21/20,0,0,0,2020,2,21,0,1,0,0,0,0,1,0,0
Burundi X 02/22/20,0,0,0,2020,2,22,0,1,0,0,0,0,1,0,0
Burundi X 02/23/20,0,0,0,2020,2,23,0,1,0,0,0,0,1,0,0
Burundi X 02/24/20,0,0,0,2020,2,24,0,1,0,0,0,0,1,0,0
Burundi X 02/25/20,0,0,0,2020,2,25,0,1,0,0,0,0,1,0,0
Burundi X 02/26/20,0,0,0,2020,2,26,0,1,0,0,0,0,1,0,0
Burundi X 02/27/20,0,0,0,2020,2,27,0,1,0,0,0,0,1,0,0
Burundi X 02/28/20,0,0,0,2020,2,28,0,1,0,0,0,0,1,0,0
Burundi X 02/29/20,0,0,0,2020,2,29,0,1,0,0,0,0,1,0,0
Burundi X 03/01/20,0,0,0,2020,3,1,0,1,0,0,0,0,1,0,0
Burundi X 03/02/20,0,0,0,2020,3,2,0,1,0,0,0,0,1,0,0
Burundi X 03/03/20,0,0,0,2020,3,3,0,1,0,0,0,0,1,0,0
Burundi X 03/04/20,0,0,0,2020,3,4,0,1,0,0,0,0,1,0,0
Burundi X 03/05/20,0,0,0,2020,3,5,0,1,0,0,0,0,1,0,0
Burundi X 03/06/20,0,0,0,2020,3,6,0,1,0,0,0,0,1,0,0
Burundi X 03/07/20,0,0,0,2020,3,7,0,1,0,0,0,0,1,0,0
Burundi X 03/08/20,0,0,0,2020,3,8,0,1,0,0,0,0,1,0,0
Burundi X 03/09/20,0,0,0,2020,3,9,0,1,0,0,0,0,1,0,0
Burundi X 03/10/20,0,0,0,2020,3,10,0,1,0,0,0,0,1,0,0
Burundi X 03/11/20,0,0,0,2020,3,11,0,1,0,0,0,0,1,0,0
Burundi X 03/12/20,0,0,0,2020,3,12,0,1,0,0,0,0,1,0,0
Burundi X 03/13/20,0,0,0,2020,3,13,0,1,0,0,0,0,1,0,0
Burundi X 03/14/20,0,0,0,2020,3,14,0,1,0,0,0,0,1,0,0
Burundi X 03/15/20,0,0,0,2020,3,15,0,1,0,0,0,0,1,0,0
Burundi X 03/16/20,0,0,0,2020,3,16,0,1,0,0,0,0,1,0,0
Burundi X 03/17/20,0,0,0,2020,3,17,0,1,0,0,0,0,1,0,0
Burundi X 03/18/20,0,0,0,2020,3,18,0,1,0,0,0,0,1,0,0
Burundi X 03/19/20,0,0,0,2020,3,19,0,1,0,0,0,0,1,0,0
Burundi X 03/20/20,0,0,0,2020,3,20,0,1,0,0,0,0,1,0,0
Burundi X 03/21/20,0,0,0,2020,3,21,0,1,0,0,0,0,1,0,0
Burundi X 03/22/20,0,0,0,2020,3,22,0,1,0,0,0,0,1,0,0
Burundi X 03/23/20,0,0,0,2020,3,23,0,1,0,0,0,0,1,0,0
Burundi X 03/24/20,0,0,0,2020,3,24,0,1,0,0,0,0,1,0,0
Burundi X 03/25/20,0,0,0,2020,3,25,0,1,0,0,0,0,1,0,0
Burundi X 03/26/20,0,0,0,2020,3,26,0,1,0,0,0,0,1,0,0
Burundi X 03/27/20,0,0,0,2020,3,27,0,1,0,0,0,0,1,0,0
Burundi X 03/28/20,0,0,0,2020,3,28,0,1,0,0,0,0,1,0,0
Burundi X 03/29/20,0,0,0,2020,3,29,0,1,0,0,0,0,1,0,0
Burundi X 03/30/20,0,0,0,2020,3,30,0,1,0,0,0,0,1,0,0
Burundi X 03/31/20,0,0,0,2020,3,31,0,1,0,0,0,0,1,0,0
Burundi X 04/01/20,2,0,0,2020,4,1,0,1,0,0,0,0,1,0,0
Burundi X 04/02/20,3,0,0,2020,4,2,0,1,0,0,0,0,1,0,0
Burundi X 04/03/20,3,0,0,2020,4,3,0,1,0,0,0,0,1,0,0
Burundi X 04/04/20,3,0,0,2020,4,4,0,1,0,0,0,0,1,0,0
Burundi X 04/05/20,3,0,0,2020,4,5,0,1,0,0,0,0,1,0,0
Burundi X 04/06/20,3,0,0,2020,4,6,0,1,0,0,0,0,1,0,0
Burundi X 04/07/20,3,0,0,2020,4,7,0,1,0,0,0,0,1,0,0
Burundi X 04/08/20,3,0,0,2020,4,8,0,1,0,0,0,0,1,0,0
Burundi X 04/09/20,3,0,0,2020,4,9,0,1,0,0,0,0,1,0,0
Burundi X 04/10/20,3,0,0,2020,4,10,0,1,0,0,0,0,1,0,0
Burundi X 04/11/20,5,0,0,2020,4,11,0,1,0,0,0,0,1,0,0
Burundi X 04/12/20,5,0,0,2020,4,12,0,1,0,0,0,0,1,0,0
Burundi X 04/13/20,5,0,1,2020,4,13,0,1,0,0,0,0,1,0,0
Burundi X 04/14/20,5,0,1,2020,4,14,0,1,0,0,0,0,1,0,0
Burundi X 04/15/20,5,0,1,2020,4,15,0,1,0,0,0,0,1,0,0
Burundi X 04/16/20,5,0,1,2020,4,16,0,1,0,0,0,0,1,0,0
Burundi X 04/17/20,5,0,1,2020,4,17,0,1,0,0,0,0,1,0,0
Burundi X 04/18/20,5,0,1,2020,4,18,0,1,0,0,0,0,1,0,0
Burundi X 04/19/20,5,0,1,2020,4,19,0,1,0,0,0,0,1,0,0
Burundi X 04/20/20,5,4,1,2020,4,20,0,1,0,0,0,0,1,0,0
Burundi X 04/21/20,5,4,1,2020,4,21,0,1,0,0,0,0,1,0,0
Burundi X 04/22/20,11,4,1,2020,4,22,0,1,0,0,0,0,1,0,0
Burundi X 04/23/20,11,4,1,2020,4,23,0,1,0,0,0,0,1,0,0
Burundi X 04/24/20,11,4,1,2020,4,24,0,1,0,0,0,0,1,0,0
Burundi X 04/25/20,11,4,1,2020,4,25,0,1,0,0,0,0,1,0,0
Burundi X 04/26/20,11,4,1,2020,4,26,0,1,0,0,0,0,1,0,0
Burundi X 04/27/20,11,4,1,2020,4,27,0,1,0,0,0,0,1,0,0
Burundi X 04/28/20,11,4,1,2020,4,28,0,1,0,0,0,0,1,0,0
Burundi X 04/29/20,11,4,1,2020,4,29,0,1,0,0,0,0,1,0,0
Burundi X 04/30/20,11,4,1,2020,4,30,0,1,0,0,0,0,1,0,0
Burundi X 05/01/20,11,4,1,2020,5,1,0,1,0,0,0,0,1,0,0
Burundi X 05/02/20,15,7,1,2020,5,2,0,1,0,0,0,0,1,0,0
Burundi X 05/03/20,15,7,1,2020,5,3,0,1,0,0,0,0,1,0,0
Burundi X 05/04/20,15,7,1,2020,5,4,0,1,0,0,0,0,1,0,0
Burundi X 05/05/20,15,7,1,2020,5,5,0,1,0,0,0,0,1,0,0
Burundi X 05/06/20,15,7,1,2020,5,6,0,1,0,0,0,0,1,0,0
Burundi X 05/07/20,15,7,1,2020,5,7,0,1,0,0,0,0,1,0,0
Burundi X 05/08/20,15,7,1,2020,5,8,0,1,0,0,0,0,1,0,0
Burundi X 05/09/20,15,7,1,2020,5,9,0,1,0,0,0,0,1,0,0
Burundi X 05/10/20,15,7,1,2020,5,10,0,1,0,0,0,0,1,0,0
Burundi X 05/11/20,15,7,1,2020,5,11,0,1,0,0,0,0,1,0,0
Burundi X 05/12/20,15,7,1,2020,5,12,0,1,0,0,0,0,1,0,0
Burundi X 05/13/20,15,7,1,2020,5,13,0,1,0,0,0,0,1,0,0
Burundi X 05/14/20,15,7,1,2020,5,14,0,1,0,0,0,0,1,0,0
Burundi X 05/15/20,15,7,1,2020,5,15,0,1,0,0,0,0,1,0,0
Burundi X 05/16/20,15,7,1,2020,5,16,0,1,0,0,0,0,1,0,0
Burundi X 05/17/20,23,15,1,2020,5,17,0,1,0,0,0,0,1,0,0
Burundi X 05/18/20,42,20,1,2020,5,18,0,1,0,0,0,0,1,0,0
Burundi X 05/19/20,42,20,1,2020,5,19,0,1,0,0,0,0,1,0,0
Benin X 01/22/20,0,0,0,2020,1,22,0,1,0,0,0,0,1,0,0
Benin X 01/23/20,0,0,0,2020,1,23,0,1,0,0,0,0,1,0,0
Benin X 01/24/20,0,0,0,2020,1,24,0,1,0,0,0,0,1,0,0
Benin X 01/25/20,0,0,0,2020,1,25,0,1,0,0,0,0,1,0,0
Benin X 01/26/20,0,0,0,2020,1,26,0,1,0,0,0,0,1,0,0
Benin X 01/27/20,0,0,0,2020,1,27,0,1,0,0,0,0,1,0,0
Benin X 01/28/20,0,0,0,2020,1,28,0,1,0,0,0,0,1,0,0
Benin X 01/29/20,0,0,0,2020,1,29,0,1,0,0,0,0,1,0,0
Benin X 01/30/20,0,0,0,2020,1,30,0,1,0,0,0,0,1,0,0
Benin X 01/31/20,0,0,0,2020,1,31,0,1,0,0,0,0,1,0,0
Benin X 02/01/20,0,0,0,2020,2,1,0,1,0,0,0,0,1,0,0
Benin X 02/02/20,0,0,0,2020,2,2,0,1,0,0,0,0,1,0,0
Benin X 02/03/20,0,0,0,2020,2,3,0,1,0,0,0,0,1,0,0
Benin X 02/04/20,0,0,0,2020,2,4,0,1,0,0,0,0,1,0,0
Benin X 02/05/20,0,0,0,2020,2,5,0,1,0,0,0,0,1,0,0
Benin X 02/06/20,0,0,0,2020,2,6,0,1,0,0,0,0,1,0,0
Benin X 02/07/20,0,0,0,2020,2,7,0,1,0,0,0,0,1,0,0
Benin X 02/08/20,0,0,0,2020,2,8,0,1,0,0,0,0,1,0,0
Benin X 02/09/20,0,0,0,2020,2,9,0,1,0,0,0,0,1,0,0
Benin X 02/10/20,0,0,0,2020,2,10,0,1,0,0,0,0,1,0,0
Benin X 02/11/20,0,0,0,2020,2,11,0,1,0,0,0,0,1,0,0
Benin X 02/12/20,0,0,0,2020,2,12,0,1,0,0,0,0,1,0,0
Benin X 02/13/20,0,0,0,2020,2,13,0,1,0,0,0,0,1,0,0
Benin X 02/14/20,0,0,0,2020,2,14,0,1,0,0,0,0,1,0,0
Benin X 02/15/20,0,0,0,2020,2,15,0,1,0,0,0,0,1,0,0
Benin X 02/16/20,0,0,0,2020,2,16,0,1,0,0,0,0,1,0,0
Benin X 02/17/20,0,0,0,2020,2,17,0,1,0,0,0,0,1,0,0
Benin X 02/18/20,0,0,0,2020,2,18,0,1,0,0,0,0,1,0,0
Benin X 02/19/20,0,0,0,2020,2,19,0,1,0,0,0,0,1,0,0
Benin X 02/20/20,0,0,0,2020,2,20,0,1,0,0,0,0,1,0,0
Benin X 02/21/20,0,0,0,2020,2,21,0,1,0,0,0,0,1,0,0
Benin X 02/22/20,0,0,0,2020,2,22,0,1,0,0,0,0,1,0,0
Benin X 02/23/20,0,0,0,2020,2,23,0,1,0,0,0,0,1,0,0
Benin X 02/24/20,0,0,0,2020,2,24,0,1,0,0,0,0,1,0,0
Benin X 02/25/20,0,0,0,2020,2,25,0,1,0,0,0,0,1,0,0
Benin X 02/26/20,0,0,0,2020,2,26,0,1,0,0,0,0,1,0,0
Benin X 02/27/20,0,0,0,2020,2,27,0,1,0,0,0,0,1,0,0
Benin X 02/28/20,0,0,0,2020,2,28,0,1,0,0,0,0,1,0,0
Benin X 02/29/20,0,0,0,2020,2,29,0,1,0,0,0,0,1,0,0
Benin X 03/01/20,0,0,0,2020,3,1,0,1,0,0,0,0,1,0,0
Benin X 03/02/20,0,0,0,2020,3,2,0,1,0,0,0,0,1,0,0
Benin X 03/03/20,0,0,0,2020,3,3,0,1,0,0,0,0,1,0,0
Benin X 03/04/20,0,0,0,2020,3,4,0,1,0,0,0,0,1,0,0
Benin X 03/05/20,0,0,0,2020,3,5,0,1,0,0,0,0,1,0,0
Benin X 03/06/20,0,0,0,2020,3,6,0,1,0,0,0,0,1,0,0
Benin X 03/07/20,0,0,0,2020,3,7,0,1,0,0,0,0,1,0,0
Benin X 03/08/20,0,0,0,2020,3,8,0,1,0,0,0,0,1,0,0
Benin X 03/09/20,0,0,0,2020,3,9,0,1,0,0,0,0,1,0,0
Benin X 03/10/20,0,0,0,2020,3,10,0,1,0,0,0,0,1,0,0
Benin X 03/11/20,0,0,0,2020,3,11,0,1,0,0,0,0,1,0,0
Benin X 03/12/20,0,0,0,2020,3,12,0,1,0,0,0,0,1,0,0
Benin X 03/13/20,0,0,0,2020,3,13,0,1,0,0,0,0,1,0,0
Benin X 03/14/20,0,0,0,2020,3,14,0,1,0,0,0,0,1,0,0
Benin X 03/15/20,0,0,0,2020,3,15,0,1,0,0,0,0,1,0,0
Benin X 03/16/20,1,0,0,2020,3,16,0,1,0,0,0,0,1,0,0
Benin X 03/17/20,1,0,0,2020,3,17,0,1,0,0,0,0,1,0,0
Benin X 03/18/20,2,0,0,2020,3,18,0,1,0,0,0,0,1,0,0
Benin X 03/19/20,2,0,0,2020,3,19,0,1,0,0,0,0,1,0,0
Benin X 03/20/20,2,0,0,2020,3,20,0,1,0,0,0,0,1,0,0
Benin X 03/21/20,2,0,0,2020,3,21,0,1,0,0,0,0,1,0,0
Benin X 03/22/20,2,0,0,2020,3,22,0,1,0,0,0,0,1,0,0
Benin X 03/23/20,5,0,0,2020,3,23,0,1,0,0,0,0,1,0,0
Benin X 03/24/20,6,0,0,2020,3,24,0,1,0,0,0,0,1,0,0
Benin X 03/25/20,6,0,0,2020,3,25,0,1,0,0,0,0,1,0,0
Benin X 03/26/20,6,0,0,2020,3,26,0,1,0,0,0,0,1,0,0
Benin X 03/27/20,6,0,0,2020,3,27,0,1,0,0,0,0,1,0,0
Benin X 03/28/20,6,0,0,2020,3,28,0,1,0,0,0,0,1,0,0
Benin X 03/29/20,6,0,0,2020,3,29,0,1,0,0,0,0,1,0,0
Benin X 03/30/20,6,0,0,2020,3,30,0,1,0,0,0,0,1,0,0
Benin X 03/31/20,9,1,0,2020,3,31,0,1,0,0,0,0,1,0,0
Benin X 04/01/20,13,1,0,2020,4,1,0,1,0,0,0,0,1,0,0
Benin X 04/02/20,13,1,0,2020,4,2,0,1,0,0,0,0,1,0,0
Benin X 04/03/20,16,2,0,2020,4,3,0,1,0,0,0,0,1,0,0
Benin X 04/04/20,16,2,0,2020,4,4,0,1,0,0,0,0,1,0,0
Benin X 04/05/20,22,5,0,2020,4,5,0,1,0,0,0,0,1,0,0
Benin X 04/06/20,26,5,1,2020,4,6,0,1,0,0,0,0,1,0,0
Benin X 04/07/20,26,5,1,2020,4,7,0,1,0,0,0,0,1,0,0
Benin X 04/08/20,26,5,1,2020,4,8,0,1,0,0,0,0,1,0,0
Benin X 04/09/20,26,5,1,2020,4,9,0,1,0,0,0,0,1,0,0
Benin X 04/10/20,35,5,1,2020,4,10,0,1,0,0,0,0,1,0,0
Benin X 04/11/20,35,5,1,2020,4,11,0,1,0,0,0,0,1,0,0
Benin X 04/12/20,35,5,1,2020,4,12,0,1,0,0,0,0,1,0,0
Benin X 04/13/20,35,5,1,2020,4,13,0,1,0,0,0,0,1,0,0
Benin X 04/14/20,35,18,1,2020,4,14,0,1,0,0,0,0,1,0,0
Benin X 04/15/20,35,18,1,2020,4,15,0,1,0,0,0,0,1,0,0
Benin X 04/16/20,35,18,1,2020,4,16,0,1,0,0,0,0,1,0,0
Benin X 04/17/20,35,18,1,2020,4,17,0,1,0,0,0,0,1,0,0
Benin X 04/18/20,35,18,1,2020,4,18,0,1,0,0,0,0,1,0,0
Benin X 04/19/20,35,18,1,2020,4,19,0,1,0,0,0,0,1,0,0
Benin X 04/20/20,54,27,1,2020,4,20,0,1,0,0,0,0,1,0,0
Benin X 04/21/20,54,27,1,2020,4,21,0,1,0,0,0,0,1,0,0
Benin X 04/22/20,54,27,1,2020,4,22,0,1,0,0,0,0,1,0,0
Benin X 04/23/20,54,27,1,2020,4,23,0,1,0,0,0,0,1,0,0
Benin X 04/24/20,54,27,1,2020,4,24,0,1,0,0,0,0,1,0,0
Benin X 04/25/20,54,27,1,2020,4,25,0,1,0,0,0,0,1,0,0
Benin X 04/26/20,64,33,1,2020,4,26,0,1,0,0,0,0,1,0,0
Benin X 04/27/20,64,33,1,2020,4,27,0,1,0,0,0,0,1,0,0
Benin X 04/28/20,64,33,1,2020,4,28,0,1,0,0,0,0,1,0,0
Benin X 04/29/20,64,33,1,2020,4,29,0,1,0,0,0,0,1,0,0
Benin X 04/30/20,64,33,1,2020,4,30,0,1,0,0,0,0,1,0,0
Benin X 05/01/20,90,42,2,2020,5,1,0,1,0,0,0,0,1,0,0
Benin X 05/02/20,90,42,2,2020,5,2,0,1,0,0,0,0,1,0,0
Benin X 05/03/20,90,42,2,2020,5,3,0,1,0,0,0,0,1,0,0
Benin X 05/04/20,96,50,2,2020,5,4,0,1,0,0,0,0,1,0,0
Benin X 05/05/20,96,50,2,2020,5,5,0,1,0,0,0,0,1,0,0
Benin X 05/06/20,96,50,2,2020,5,6,0,1,0,0,0,0,1,0,0
Benin X 05/07/20,140,53,2,2020,5,7,0,1,0,0,0,0,1,0,0
Benin X 05/08/20,242,62,2,2020,5,8,0,1,0,0,0,0,1,0,0
Benin X 05/09/20,284,62,2,2020,5,9,0,1,0,0,0,0,1,0,0
Benin X 05/10/20,319,62,2,2020,5,10,0,1,0,0,0,0,1,0,0
Benin X 05/11/20,319,62,2,2020,5,11,0,1,0,0,0,0,1,0,0
Benin X 05/12/20,327,76,2,2020,5,12,0,1,0,0,0,0,1,0,0
Benin X 05/13/20,327,83,2,2020,5,13,0,1,0,0,0,0,1,0,0
Benin X 05/14/20,339,83,2,2020,5,14,0,1,0,0,0,0,1,0,0
Benin X 05/15/20,339,83,2,2020,5,15,0,1,0,0,0,0,1,0,0
Benin X 05/16/20,339,83,2,2020,5,16,0,1,0,0,0,0,1,0,0
Benin X 05/17/20,339,83,2,2020,5,17,0,1,0,0,0,0,1,0,0
Benin X 05/18/20,339,83,2,2020,5,18,0,1,0,0,0,0,1,0,0
Benin X 05/19/20,130,83,2,2020,5,19,0,1,0,0,0,0,1,0,0
Brunei Darussalam X 01/22/20,0,0,0,2020,1,22,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 01/23/20,0,0,0,2020,1,23,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 01/24/20,0,0,0,2020,1,24,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 01/25/20,0,0,0,2020,1,25,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 01/26/20,0,0,0,2020,1,26,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 01/27/20,0,0,0,2020,1,27,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 01/28/20,0,0,0,2020,1,28,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 01/29/20,0,0,0,2020,1,29,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 01/30/20,0,0,0,2020,1,30,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 01/31/20,0,0,0,2020,1,31,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/01/20,0,0,0,2020,2,1,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/02/20,0,0,0,2020,2,2,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/03/20,0,0,0,2020,2,3,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/04/20,0,0,0,2020,2,4,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/05/20,0,0,0,2020,2,5,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/06/20,0,0,0,2020,2,6,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/07/20,0,0,0,2020,2,7,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/08/20,0,0,0,2020,2,8,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/09/20,0,0,0,2020,2,9,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/10/20,0,0,0,2020,2,10,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/11/20,0,0,0,2020,2,11,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/12/20,0,0,0,2020,2,12,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/13/20,0,0,0,2020,2,13,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/14/20,0,0,0,2020,2,14,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/15/20,0,0,0,2020,2,15,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/16/20,0,0,0,2020,2,16,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/17/20,0,0,0,2020,2,17,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/18/20,0,0,0,2020,2,18,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/19/20,0,0,0,2020,2,19,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/20/20,0,0,0,2020,2,20,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/21/20,0,0,0,2020,2,21,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/22/20,0,0,0,2020,2,22,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/23/20,0,0,0,2020,2,23,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/24/20,0,0,0,2020,2,24,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/25/20,0,0,0,2020,2,25,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/26/20,0,0,0,2020,2,26,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/27/20,0,0,0,2020,2,27,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/28/20,0,0,0,2020,2,28,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 02/29/20,0,0,0,2020,2,29,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/01/20,0,0,0,2020,3,1,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/02/20,0,0,0,2020,3,2,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/03/20,0,0,0,2020,3,3,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/04/20,0,0,0,2020,3,4,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/05/20,0,0,0,2020,3,5,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/06/20,0,0,0,2020,3,6,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/07/20,0,0,0,2020,3,7,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/08/20,0,0,0,2020,3,8,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/09/20,1,0,0,2020,3,9,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/10/20,1,0,0,2020,3,10,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/11/20,11,0,0,2020,3,11,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/12/20,11,0,0,2020,3,12,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/13/20,37,0,0,2020,3,13,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/14/20,40,0,0,2020,3,14,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/15/20,50,0,0,2020,3,15,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/16/20,54,0,0,2020,3,16,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/17/20,56,0,0,2020,3,17,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/18/20,68,0,0,2020,3,18,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/19/20,75,0,0,2020,3,19,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/20/20,78,1,0,2020,3,20,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/21/20,83,2,0,2020,3,21,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/22/20,88,2,0,2020,3,22,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/23/20,91,2,0,2020,3,23,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/24/20,104,2,0,2020,3,24,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/25/20,109,2,0,2020,3,25,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/26/20,114,5,0,2020,3,26,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/27/20,115,11,0,2020,3,27,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/28/20,120,25,1,2020,3,28,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/29/20,126,34,1,2020,3,29,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/30/20,127,38,1,2020,3,30,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 03/31/20,129,45,1,2020,3,31,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 04/01/20,131,52,1,2020,4,1,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 04/02/20,133,56,1,2020,4,2,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 04/03/20,134,65,1,2020,4,3,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 04/04/20,135,66,1,2020,4,4,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 04/05/20,135,73,1,2020,4,5,0,0,0,1,0,0,0,1,0
Brunei Darussalam X 04/06/20,135,82,1,2020,4,6,0,0,0,1,0,0,0,1,0
